DATAFLOW,LAST UPDATE,freq,unit,geo,purchase,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,DW_NEW,2023,2410130084,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2009,14838206087,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2010,14767969663,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2011,15506945837,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2012,17324642929,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2013,15142847976,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2014,14244750663,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2015,12770967092,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2016,13288816433,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2017,14076634833,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2018,13824794690,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2019,15278565254,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2020,17104137601,b
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2021,19660024100,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2022,16239730735,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FI,TOTAL,2023,11321077126,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2000,76712783322,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2001,79790922069,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2002,88609304844,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2003,98238929647,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2004,115672132697,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2005,135438613171,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2006,149379164516,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2007,157080852895,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2008,131523806440,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2009,107788744241,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2010,150436956281,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2011,171592827357,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2012,142807981240,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2013,141686993674,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2014,134710014796,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2015,156362978581,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2016,166661029598,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2017,194881395416,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2018,200958512083,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2019,230057012975,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2020,227870402628,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2021,281502518612,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2022,270249404058,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_EXST,2023,214361992747,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2006,29495867469,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2007,30640718631,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2008,20322342045,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2009,26195630395,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2010,28610352988,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2011,26546980333,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2012,23810434048,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2013,23617301840,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2014,22987343589,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2015,27084964678,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2016,34271336171,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2017,37278923783,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2018,37713356880,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2019,40175937634,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2020,33092559522,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2021,39358644968,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2022,36274861791,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,DW_NEW,2023,23432416293,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,1998,67500679923,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,1999,81783073394,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2000,91941801836,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2001,95534522870,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2002,105162307316,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2003,116648395746,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2004,136664984365,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2005,157194818846,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2006,178875031984,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2007,187721571526,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2008,151846148485,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2009,133984374635,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2010,179047309269,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2011,198139807690,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2012,166618415288,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2013,165304295515,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2014,157697358385,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2015,183447943260,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2016,200932365768,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2017,232160319198,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2018,238671868964,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2019,270232950610,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2020,260962962150,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2021,320861163579,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2022,306524265847,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,FR,TOTAL,2023,237794409040,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2007,2095095484098,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2008,1463517969093,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2009,810857832956,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2010,895560302055,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2011,842249531110,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2012,822393758389,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2013,828270386433,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2014,1118774604342,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2015,1508352984715,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2016,1770146470500,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2017,2034796337044,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2018,2428036970325,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2019,2653897399056,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2020,2353877168547,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2021,3403839142428,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2022,3657242850178,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_EXST,2023,2975697595637,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2007,104339102325,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2008,236441900107,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2009,138389730331,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2010,77619303920,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2011,60069225228,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2012,40966957181,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2013,36600458851,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2014,55078037266,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2015,62170451547,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2016,94602492884,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2017,136827357532,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2018,251424249485,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2019,354500053395,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2020,335817361869,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2021,558280592904,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2022,586573668215,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,DW_NEW,2023,324613811866,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2007,2199434586423,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2008,1699959869200,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2009,949247563287,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2010,973179605975,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2011,902318756338,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2012,863360715570,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2013,864870845284,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2014,1173852641608,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2015,1570523436262,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2016,1864748963384,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2017,2171623694576,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2018,2679461219810,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2019,3008397452451,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2020,2689694530416,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2021,3962119735332,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2022,4243816518393,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,HU,TOTAL,2023,3300311407503,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2010,3443053518,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2011,2905855583,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2012,3710303570,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2013,4515797426,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2014,6656523065,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2015,7706997933,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2016,8197573546,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2017,9304015786,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2018,9724751732,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2019,10119766092,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2020,8566201632,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2021,12166806961,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2022,14041480982,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_EXST,2023,14042381183,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2010,1156538570,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2011,497230038,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2012,514623430,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2013,562669420,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2014,944654122,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2015,1225593861,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2016,1730411898,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2017,2524616146,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2018,3213314610,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2019,3285011425,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2020,2739223519,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2021,2999444559,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2022,3804596033,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,DW_NEW,2023,3998364030,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2009,6616121461,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2010,4599592088,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2011,3403085621,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2012,4224927000,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2013,5078466846,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2014,7601177187,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2015,8932591794,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2016,9927985444,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2017,11828631933,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2018,12938066340,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2019,13404777518,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2020,11305425149,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2021,15166251520,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2022,17846077015,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,IE,TOTAL,2023,18040745212,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2015,41041938535,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2016,52374434998,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2017,63680428140,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2018,62765286781,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2019,67322361570,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2020,78775649557,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2021,87430904791,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2022,82762124617,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_EXST,2023,75907595686,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2015,6982608007,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2016,7980214315,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2017,9942706042,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2018,10171616817,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2019,9487693527,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2020,13409302444,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2021,15692663759,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2022,12485976519,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,DW_NEW,2023,8353433948,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2004,,c
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2005,60401754778,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2006,63756381420,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2007,64425715410,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2008,56839773294,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2009,36859259669,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2010,38728383750,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2011,33823380199,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2012,29691623172,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2013,26305405614,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2014,42182677843,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2015,48024546542,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2016,60354649313,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2017,73623134182,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2018,72936903598,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2019,76810055097,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2020,92184952001,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2021,103123568550,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2022,95248101136,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NL,TOTAL,2023,84261029634,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2017,328171793918,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2018,253295984781,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2019,277659549513,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2020,306618058403,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2021,433267574183,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2022,430718529233,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_EXST,2023,424247835631,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2017,73881706384,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2018,79402366983,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2019,79733581869,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2020,74385765791,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2021,95647958325,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2022,94786319496,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,DW_NEW,2023,89787384952,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2007,172714990027,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2008,167250584878,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2009,173576906685,
