DATAFLOW,LAST UPDATE,freq,unit,geo,purchase,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2010,206778076510,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2011,237907570211,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2012,267809700237,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2013,330372194243,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2014,341224914453,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2015,364131937678,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2016,362545876610,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2017,402053500302,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2018,332698351764,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2019,357393131382,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2020,381003824194,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2021,528915532508,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2022,525504848729,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,NO,TOTAL,2023,514035220583,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2009,4232375353,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2010,4845251884,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2011,3525046985,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2012,2868370540,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2013,3113957517,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2014,3971647666,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2015,5951784789,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2016,7735913559,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2017,10590939902,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2018,13267829055,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2019,14519926762,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2020,13543522785,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2021,18323892597,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2022,20477293201,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_EXST,2023,16681740644,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2009,5950098468,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2010,6235704568,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2011,3885585892,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2012,2622533287,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2013,2851525391,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2014,2911115384,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2015,3123402220,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2016,3040860905,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2017,3491328671,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2018,4238421908,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2019,4249768246,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2020,4702429345,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2021,5754064094,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2022,6786364824,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,DW_NEW,2023,6829056050,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2009,10182473821,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2010,11080956452,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2011,7410632877,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2012,5490903827,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2013,5965482908,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2014,6882763050,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2015,9075187009,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2016,10776774464,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2017,14082268573,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2018,17506250963,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2019,18769695008,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2020,18245952130,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2021,24077956691,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2022,27263658025,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,PT,TOTAL,2023,23510796694,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2014,706940062,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2015,820707203,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2016,1026302101,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2017,1149344843,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2018,1153903393,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2019,1251561119,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2020,1138049673,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2021,1517027378,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2022,1576056343,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_EXST,2023,1298456070,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2014,92951119,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2015,147027405,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2016,134840846,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2017,213668305,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2018,233728458,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2019,129332612,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2020,65976799,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2021,166343483,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2022,135439069,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,DW_NEW,2023,90320178,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2006,1113539263,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2007,1403434229,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2008,999003825,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2009,758634506,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2010,1069136307,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2011,878119444,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2012,758130635,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2013,580651270,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2014,799891181,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2015,967734609,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2016,1161142947,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2017,1363013150,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2018,1387631851,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2019,1380893731,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2020,1204026472,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2021,1683370861,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2022,1711495412,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,NAC,SI,TOTAL,2023,1388776249,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2016,-4.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2017,11.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2018,7.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2019,11.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2020,9.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2021,19.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2022,-6.6,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_EXST,2023,-23.0,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2016,7.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2017,8.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2018,8.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2019,32.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2020,20.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2021,17.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2022,-22.0,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,DW_NEW,2023,-49.2,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2011,7.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2012,5.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2013,-1.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2014,29.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2015,-1.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2016,-1.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2017,10.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2018,7.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2019,17.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2020,13.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2021,18.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2022,-11.9,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,AT,TOTAL,2023,-31.0,ep
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2011,13.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2012,-0.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2013,-0.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2014,13.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2015,-20.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2016,23.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2017,9.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2018,8.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2019,20.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2020,-13.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2021,28.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2022,7.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,DW_EXST,2023,-15.8,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2006,9.9,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2007,9.0,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2008,0.0,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2009,-7.3,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2010,-20.2,de
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2011,13.7,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2012,-0.9,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2013,-0.4,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2014,13.1,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2015,-20.3,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2016,23.6,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2017,9.9,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2018,8.5,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2019,20.9,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2020,-13.3,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2021,28.0,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2022,7.8,d
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BE,TOTAL,2023,-15.8,dp
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2018,9.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2019,11.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2020,-11.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2021,62.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2022,13.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_EXST,2023,7.9,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2018,7.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2019,19.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2020,4.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2021,36.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2022,22.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,DW_NEW,2023,-3.0,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2007,-15.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2008,35.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2009,-14.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2010,-40.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2011,30.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2012,-18.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2013,-0.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2014,33.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2015,1.5,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2016,12.6,be
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2017,9.8,e
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2018,8.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2019,14.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2020,-5.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2021,51.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2022,16.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,BG,TOTAL,2023,3.6,p
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2006,59.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2007,44.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2008,-20.6,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2009,-56.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2010,44.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2011,-25.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2012,-3.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2013,-38.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2014,9.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2015,22.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2016,38.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2017,28.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2018,11.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2019,9.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2020,-28.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2021,1.3,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2022,35.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CY,TOTAL,2023,36.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2011,14.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2012,12.0,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2013,-5.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2014,5.7,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2015,28.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2016,13.1,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2017,-2.5,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2018,5.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2019,2.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2020,0.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2021,26.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,CZ,TOTAL,2022,-13.9,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2014,17.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2015,21.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2016,8.2,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2017,17.4,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2018,0.8,
ESTAT:PRC_HPI_HSVA(1.0),04/04/24 11:00:00,A,RCH_A_AVG,DK,DW_EXST,2019,5.9,
