DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2008,157.86,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2009,96.78,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2010,100.00,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2011,108.46,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2012,114.69,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2013,127.71,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2014,141.74,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2015,148.70,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2016,155.18,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2017,164.39,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2018,171.05,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2019,182.55,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2020,188.88,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2021,221.25,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2022,277.52,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,EE,2023,282.03,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2006,109.68,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2007,118.61,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2008,111.22,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2009,101.21,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2010,100.00,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2011,90.55,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2012,77.11,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2013,68.71,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2014,68.77,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2015,71.09,
ESTAT:PRC_HPI_A(1.0),04/04/24 11:00:00,A,DW_EXST,I10_A_AVG,ES,2016,74.15,
